id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
N00201,"Visstidsanställda månadsavlönade, kommun, andel (%)","Visstidsanställda månadsavlönade totalt dividerat med samtliga anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00202,"Visstidsanställda timavlönade, kommun, andel (%)","Visstidsanställda timavlönade kommunen totalt dividerat med samtliga anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda (HÖK) i november månad. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00203,"Arbetad tid utförd av tillsvidareanställda månadsavlönade, kommunalt anställda, andel (%)",Arbetad tid utförd av tillsvidareanställda månadsavlönade dividerat med den totala arbetade tiden. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).,K,1,2023,2024-04-03
N00204,"Arbetad tid utförd av visstidsanställda månadsavlönade, kommun, andel (%)","Arbetad tid utförd av visstidsanställda månadsavlönade dividerat med den totala arbetade tiden, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00205,"Arbetad tid utförd av visstidsanställda timavlönade, kommun, andel (%)","Arbetad tid utförd av visstidsanställda timavlönade dividerat med den totala arbetade tiden, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad . Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00206,"Heltidsanställda månadsavlönade, kommun, andel (%)","Heltidsanställda (100 % överenskommen sysselsättningsgrad) månadsavlönade totalt dividerat med samtliga månadsavlönade, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00207,"Deltidsanställda (75-99 %) månadsavlönade, kommun, andel (%)","Deltidsanställda (75-99 % överenskommen sysselsättningsgrad) månadsavlönade totalt dividerat med samtliga månadsavlönade totalt, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00208,"Deltidsanställda (1-74 %) månadsavlönade, kommun, andel (%)","Deltidsanställda (1-74 % överenskommen sysselsättningsgrad) månadsavlönade totalt dividerat med samtliga månadsavlönade totalt, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00209,"Heltidsarbetande månadsavlönade, kommun, andel (%)","Heltidsarbetande (100 % faktisk sysselsättningsgrad) månadsavlönade inom kommunen totalt dividerat med sysselsatta månadsavlönade, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00210,"Deltidsarbetande (75-99 %) månadsavlönade, kommun, andel (%)","Deltidsarbetande (75-99 % faktisk sysselsättningsgrad) månadsavlönade inom  totalt dividerat med sysselsatta månadsavlönade, multiplicerat med 100 för redovisning i procent. Avser alla kommunalt anställda i november månad. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00211,"Deltidsarbetande (1-74 %) månadsavlönade, kommun, andel (%)","Deltidsarbetande (1-74 % faktisk sysselsättningsgrad) månadsavlönade  totalt dividerat med sysselsatta månadsavlönade totalt, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00212,"Anställda -34 år, kommun, andel (%)","Anställda 34 år eller yngre dividerat med samtliga anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00213,"Anställda 35-54 år, kommun, andel (%)","Anställda 35-54 år dividerat med samtliga anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00214,"Anställda 55+, kommun, andel (%)","Anställda 55 år eller äldre dividerat med samtliga anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00215,"Nya tillsvidareanställda månadsavlönade, kommun, andel (%)","Antal nya tillsvidareanställda dividerat med antal tillsvidareanställda föregående år, multiplicerat med 100 för redovisning i procent. Som nya räknas de personer som är tillsvidareanställda i kommunen år T men inte år T-1. Med tillsvidareanställda avses här endast månadsavlönade. Avser kommunanställda i november månad. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00216,"Avgångna tillsvidareanställda under året, kommun, andel (%)","Antal avgångna tillsvidareanställda dividerat med antal tillsvidareanställda föregående år, multiplicerat med 100 för redovisning i procent. Som avgångna räknas de personer som var tillsvidareanställda i kommunen år T-1 men inte år T.  Med tillsvidareanställda avses här endast månadsavlönade. Avser kommunanställda i november månad. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-04-03
N00217,"Anställda utrikes födda, kommun, balanstal",Andel utrikes födda i åldern 18-64 år bland kommunens anställda dividerat med andel utrikes födda i åldern 18-64 år i kommunens befolkning. Samma andel utrikes födda bland de kommunalt anställda som i kommunens befolkning ger balanstalet 1. Ett tal högre än 1 visar på en högre andel utrikes födda bland anställda än i befolkningen och ett tal mindre än 1 visar omvänt på en lägre andel än i befolkningen. Avser kommunalt anställda i november månad enligt HÖK. Källa: SKR:s personalstatistik (novemberstatistiken) och SCB:s befolkningsstatistik.\n,K,0,2023,2024-10-22
N00218,"Anställda med eftergymnasial utbildning, kommun, andel (%)","Antal anställda med eftergymnasial utbildning dividerat med totalt antal anställda, multiplicerat med 100 för redovisning i procent. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa SKR:s personalstatistik (novemberstatistiken) och SCB:s utbildningsregister.\n",K,0,2023,2024-10-22
N00219,"Anställda 55+ år, kommun, antal",Anställda 55 år eller äldre. Avser alla kommunalt anställda i november månad enligt HÖK. Källa: SKR.,K,1,2023,2024-04-03
N00220,"Utrikes födda 18-64 år bland anställda, kommun, andel (%)","Utrikes födda i åldern 18-64 år bland anställda enligt HÖK, kommun, andel (%). Källa: SCBs befolkningsstatistik och  SKR:s personalstatistik (novemberstatistiken).\n",K,1,2023,2024-10-22
N00221,"Utrikes födda 18-64 år, andel (%)","Utrikes födda i åldern 18-64 år i befolkningen, kommun, andel (%). Källa: SCB.",K,1,2023,2024-02-22
N00222,"Anställda kvinnor, andel (%)","Andel anställda kvinnor av totalt antal anställda i kommunen/regionen, andel (%). Avser månadsavlönade inklusive lediga. Källa: SKR.",A,0,2023,2024-04-03
N00223,"Heltidsanställda månadsavlönade, kommun, antal",Antal heltidsanställda månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00224,"Heltidsanställd månadsavlönad personal som arbetar heltid, kommunalt anställda, antal","Heltidsanställd heltidsarbetande månadsavlönad personal, totalt antal kommunalt anställda. Antal som varit heltidsanställda i november månad, anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00225,"Heltidsanställd månadsavlönad personal som arbetar deltid, kommunalt anställda, antal","Heltidsanställd deltidsarbetande månadsavlönad personal, totalt antal kommunalt anställda. Antal som varit heltidsanställda i november månad, anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00226,"Heltidsanställd månadsavlönad personal ledig från sitt arbete, kommunalt anställda, antal","Heltidsanställd månadsavlönad personal ledig från sitt arbete, totalt antal kommunalt anställda. Antal som varit heltidsanställda i november månad, anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00227,"Deltidsanställda (1-99 %) månadsavlönade, kommun, antal",Antal deltidsanställda (1-99 % överenskommen sysselsättningsgrad) månadsavlönade. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00229,"Deltidsanställd månadsavlönad personal ledig från sitt arbete, kommunalt anställda, antal","Deltidsanställd månadsavlönad personal ledig från sitt arbete, totalt antal kommunalt anställda. Antal lediga som varit deltidsanställda (1-99%) i november månad. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personal- och lönestatistik (novemberstatistiken).",K,1,2023,2024-04-03
N00230,"Timavlönade, kommun, antal",Antal timavlönade som arbetat mer än 8 timmar under november.  Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00232,"Anställda helt lediga från sitt arbete, kommun, antal",Antal anställda som är helt lediga från sitt arbete. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00233,"Tillsvidareanställda månadsavlönade, kommun, antal",Antal tillsvidaresanställda månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00234,"Deltidsanställda (75-99 %) månadsavlönade, kommun, antal",Antal deltidsanställda (75-99 % överenskommen sysselsättningsgrad) månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00235,"Deltidsanställda (1-74 %) månadsavlönade, kommun, antal",Antal deltidsanställda (1-74 % överenskommen sysselsättningsgrad) månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00236,"Heltidsarbetande månadsavlönade, kommun, antal",Antal heltidsarbetande (100 % faktisk sysselsättningsgrad) månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00237,"Deltidsarbetande (75-99 %) månadsavlönade, kommun, antal",Antal deltidsarbetande (75-99 % faktisk sysselsättningsgrad) månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00238,"Deltidsarbetande (1-74 %) månadsavlönade, kommun, antal",Antal deltidsarbetande (1-74 % faktisk sysselsättningsgrad) månadsavlönade totalt. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,K,1,2023,2024-04-03
N00239,"Nya tillsvidareanställda månadsavlönade, antal",Antal nya tillsvidaresanställda månadsavlönade som rekryterats under året. Avser kommunalt anställda i november månad enligt HÖK. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n,A,0,2023,2024-04-03
N00242,"Genomsnittlig sysselsättningsgrad för månadsavlönade, kommun, andel (%)","Summa faktisk sysselsättningsgrad för alla månadsavlönade, dividerat med samtliga månadsavlönade. Avser kommunalt anställda i november månad enligt HÖK som inte är helt lediga från sitt arbete. Anställda inom kommunalförbund/kommunala bolag ingår inte. Källa: SKR:s personalstatistik (novemberstatistiken).\n",K,0,2023,2024-04-03
